S96-A93,IPC_2,Unknown,1,strB,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S96-A92,IPC_2,Unknown,1,strB,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S96-A91,IPC_2,Unknown,1,strB,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A01,P2_5,Unknown,1,16S_Eub_338_518,Test,18.39265446,4.99E-05,1,Pass,0.006309029,88.5214311,999,1,W1.1
S06-A02,P2_5,Unknown,1,16S_Eub_338_518,Test,18.36681069,5.07E-05,1,Pass,0.006309029,88.45028192,999,1,W1.1
S06-A03,P2_5,Unknown,1,16S_Eub_338_518,Test,17.70394092,7.63E-05,1,Pass,0.006309029,88.13346357,999,1,W1.1
S06-A04,P2_5,Unknown,1,sul1 NEW,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A05,P2_5,Unknown,1,sul1 NEW,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A06,P2_5,Unknown,1,sul1 NEW,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A07,P2_5,Unknown,1,erm(36),Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A08,P2_5,Unknown,1,erm(36),Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A09,P2_5,Unknown,1,erm(36),Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A10,P2_5,Unknown,1,tetW,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A11,P2_5,Unknown,1,tetW,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A12,P2_5,Unknown,1,tetW,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A13,P2_5,Unknown,1,aac3-Via,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A14,P2_5,Unknown,1,aac3-Via,Test,28.99998311,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A15,P2_5,Unknown,1,aac3-Via,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A16,P2_5,Unknown,1,sul2,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A17,P2_5,Unknown,1,sul2,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A18,P2_5,Unknown,1,sul2,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A19,P2_5,Unknown,1,erm(C),Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A20,P2_5,Unknown,1,erm(C),Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A21,P2_5,Unknown,1,erm(C),Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A22,P2_5,Unknown,1,tetX,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A23,P2_5,Unknown,1,tetX,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A24,P2_5,Unknown,1,tetX,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A25,P2_5,Unknown,1,aadA17,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A26,P2_5,Unknown,1,aadA17,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A27,P2_5,Unknown,1,aadA17,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A28,P2_5,Unknown,1,tetbP,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A29,P2_5,Unknown,1,tetbP,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A30,P2_5,Unknown,1,tetbP,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A31,P2_5,Unknown,1,int-a-marko,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A32,P2_5,Unknown,1,int-a-marko,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A33,P2_5,Unknown,1,int-a-marko,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A34,P2_5,Unknown,1,tnpA1,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A35,P2_5,Unknown,1,tnpA1,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A36,P2_5,Unknown,1,tnpA1,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A37,P2_5,Unknown,1,aadA9,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A38,P2_5,Unknown,1,aadA9,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A39,P2_5,Unknown,1,aadA9,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A40,P2_5,Unknown,1,tetG_F,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
