S96-A01,IPC_2,Unknown,1,16S_Eub_338_518,Test,13.2148907207182,0.00120827295602389,1,Pass,0.00630902898206494,87.8042407286249,999,1
S96-A02,IPC_2,Unknown,1,16S_Eub_338_518,Test,13.1205677648335,0.00128047880298569,1,Pass,0.00630902898206494,87.6747686442148,999,1
S96-A03,IPC_2,Unknown,1,16S_Eub_338_518,Test,13.3214116611196,0.00113161283891342,1,Pass,0.00630902898206494,87.6460970326104,999,1
S96-A04,IPC_2,Unknown,1,sul1 NEW,Test,23.0717406220985,3.82192320083888e-07,1,Pass,0.00630902898206494,86.0311902281476,999,1
S96-A05,IPC_2,Unknown,1,sul1 NEW,Test,22.9637899474292,4.10337088497093e-07,1,Pass,0.00630902898206494,85.9057125891347,999,1
S96-A06,IPC_2,Unknown,1,sul1 NEW,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A07,IPC_2,Unknown,1,erm(36),Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A08,IPC_2,Unknown,1,erm(36),Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A09,IPC_2,Unknown,1,erm(36),Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A10,IPC_2,Unknown,1,tetW,Test,23.9772110501386,-1,1,Pass,0.00630902898206494,81.0580035086886,999,1
S96-A11,IPC_2,Unknown,1,tetW,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A12,IPC_2,Unknown,1,tetW,Test,23.8380257413668,-1,1,Pass,0.00630902898206494,83.3790682951393,999,1
S96-A13,IPC_2,Unknown,1,aac3-Via,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A14,IPC_2,Unknown,1,aac3-Via,Test,25.9635160493415,-1,1,Pass,0.00630902898206494,87.1668601650437,999,1
S96-A15,IPC_2,Unknown,1,aac3-Via,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A16,IPC_2,Unknown,1,sul2,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A17,IPC_2,Unknown,1,sul2,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A18,IPC_2,Unknown,1,sul2,Test,22.941725610979,4.0298485892938e-07,1,Pass,0.00630902898206494,88.1223739367055,999,1
S96-A19,IPC_2,Unknown,1,erm(C),Test,26.3206381691139,2.58316265570712e-08,1,Pass,0.00630902898206494,77.2369651616567,999,1
S96-A20,IPC_2,Unknown,1,erm(C),Test,26.8958024012647,1.60324145633214e-08,1,Pass,0.00630902898206494,77.2014154451297,999,1
S96-A21,IPC_2,Unknown,1,erm(C),Test,26.3708920829057,2.47771960999934e-08,1,Pass,0.00630902898206494,77.2500238630794,999,1
S96-A22,IPC_2,Unknown,1,tetX,Test,21.9789295999967,-1,1,Pass,0.00630902898206494,78.0859576360205,999,1
S96-A23,IPC_2,Unknown,1,tetX,Test,20.4960860986278,-1,1,Pass,0.00630902898206494,78.7475704624179,999,1
S96-A24,IPC_2,Unknown,1,tetX,Test,21.6936350756171,-1,1,Pass,0.00630902898206494,78.0864313709449,999,1
S96-A25,IPC_2,Unknown,1,aadA17,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A26,IPC_2,Unknown,1,aadA17,Test,24.6289041410217,-1,1,Pass,0.00630902898206494,87.1629263270326,999,1
S96-A27,IPC_2,Unknown,1,aadA17,Test,24.1088484701232,-1,1,Pass,0.00630902898206494,87.1539321572173,999,1
S96-A28,IPC_2,Unknown,1,tetbP,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A29,IPC_2,Unknown,1,tetbP,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A30,IPC_2,Unknown,1,tetbP,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A31,IPC_2,Unknown,1,int1-a-marko,Test,23.1629288438574,1.08236920991296e-06,0.988803984681858,Pass,0.00630902898206494,91.0990825690592,999,1
S96-A32,IPC_2,Unknown,1,int1-a-marko,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A33,IPC_2,Unknown,1,int1-a-marko,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A34,IPC_2,Unknown,1,tnpA1,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A35,IPC_2,Unknown,1,tnpA1,Test,22.1048878676027,-1,1,Pass,0.00630902898206494,82.9317510005552,999,1
S96-A36,IPC_2,Unknown,1,tnpA1,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A37,IPC_2,Unknown,1,aadA9,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A38,IPC_2,Unknown,1,aadA9,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A39,IPC_2,Unknown,1,aadA9,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A40,IPC_2,Unknown,1,tetG_F,Test,22.4276392328024,3.00324587596562e-07,1,Pass,0.00630902898206494,89.3317996429574,999,1
S96-A41,IPC_2,Unknown,1,tetG_F,Test,25.2346108398876,4.55547310800378e-08,1,Pass,0.00630902898206494,89.1432386041043,999,1
S96-A42,IPC_2,Unknown,1,tetG_F,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A43,IPC_2,Unknown,1,intI1F165_clinical,Test,27.4520218561013,0.00036974171391111,1,Pass,0.00630902898206494,82.1630832594727,999,1
S96-A44,IPC_2,Unknown,1,intI1F165_clinical,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A45,IPC_2,Unknown,1,intI1F165_clinical,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A46,IPC_2,Unknown,1,tnpA2,Test,20.4168089700457,-1,1,Pass,0.00630902898206494,85.3820378731291,999,1
S96-A47,IPC_2,Unknown,1,tnpA2,Test,20.5363129397244,-1,1,Pass,0.00630902898206494,85.4082041003044,999,1
S96-A48,IPC_2,Unknown,1,tnpA2,Test,20.9406445242143,-1,1,Pass,0.00630902898206494,85.4202035940767,999,1
S96-A54,IPC_2,Unknown,1,tetH,Test,23.0380924057761,-1,1,Pass,0.00630902898206494,81.0329899835936,999,1
S96-A53,IPC_2,Unknown,1,tetH,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A52,IPC_2,Unknown,1,tetH,Test,22.9681035157099,-1,1,Pass,0.00630902898206494,81.0484945967617,999,1
S96-A51,IPC_2,Unknown,1,aadD,Test,22.3118358230875,-1,1,Pass,0.00630902898206494,83.0467421755959,999,1
S96-A50,IPC_2,Unknown,1,aadD,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A49,IPC_2,Unknown,1,aadD,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A60,IPC_2,Unknown,1,tnpA3,Test,22.4675740331971,-1,1,Pass,0.00630902898206494,88.0432037494374,999,1
S96-A59,IPC_2,Unknown,1,tnpA3,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A58,IPC_2,Unknown,1,tnpA3,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
S96-A57,IPC_2,Unknown,1,lnuA,Test,22.2641519609297,0.0476756951425911,1,Pass,0.00630902898206494,76.5956950733736,999,1
S96-A56,IPC_2,Unknown,1,lnuA,Test,22.977386454198,1.04738516579494,1,Pass,0.00630902898206494,76.9599852671605,999,1
S96-A55,IPC_2,Unknown,1,lnuA,Test,999,-1,0,Flag,0.00630902898206494,999,999,0
